Borrower_ID,Gender,Tipe_Identitas,Wilayah,Status_Pekerjaan,Pendapatan_Bulanan,SIM_Card,Jumlah_Pinjaman,Durasi_Peminjaman,Status_Peminjaman
B08338,Female,KTP,Jakarta,Yes,5150000,Telkomsel,1070000,1,No
B08339,Male,KTP,Jakarta,No,3290000,Indosat,1460000,1,No
B08340,Male,KTP,Jakarta,Yes,6470000,Telkomsel,1750000,2,No
B08341,Female,KTM,Jakarta,No,2880000,Indosat,1050000,1,No
B08342,Male,KTP,Jakarta,Yes,3860000,XL,990000,1,No
B08343,Male,KTP,Jakarta,No,2190000,Telkomsel,3120000,9,Yes
B08344,Male,KTP,Jakarta,No,1560000,XL,2060000,1,No
B08345,Female,KTP,Jakarta,No,2310000,Indosat,2000000,1,No
B08346,Male,KTP,Jakarta,Yes,6710000,Telkomsel,1080000,1,No
B08347,Male,KTP,Jakarta,Yes,6090000,Telkomsel,0,1,No
B08348,Male,KTP,Jakarta,Yes,4550000,Telkomsel,770000,1,No
B08349,Female,KTP,Jakarta,Yes,3930000,XL,1520000,1,No
B08350,Female,KTM,Jakarta,No,2500000,Telkomsel,1460000,2,No
B08351,Female,KTP,Jakarta,Yes,3920000,Telkomsel,540000,2,No
B08352,Female,KTP,Jakarta,Yes,6110000,XL,1280000,2,No
B08353,Female,KTP,Jakarta,No,2620000,Telkomsel,540000,1,No
B08354,Male,KTP,Jakarta,No,2100000,Tri,1150000,1,No
B08355,Male,KTP,Jakarta,Yes,5460000,Telkomsel,1520000,1,No
B08356,Male,KTP,Jakarta,No,2280000,Telkomsel,1680000,2,No
B08357,Female,KTP,Jakarta,Yes,3270000,Telkomsel,2540000,12,Yes
B08358,Male,KTP,Jakarta,Yes,4540000,Telkomsel,0,2,No
B08359,Female,KTP,Jakarta,No,2050000,Telkomsel,740000,1,No
B08360,Male,KTP,Jakarta,Yes,4380000,Telkomsel,1300000,10,No
B08361,Male,KTP,Jakarta,No,2260000,Telkomsel,0,3,No
B08362,Female,KTP,Jakarta,No,2770000,Telkomsel,1170000,1,No
B08363,Female,KTP,Jakarta,Yes,3980000,Telkomsel,470000,1,No
B08364,Male,KTP,Jakarta,Yes,3740000,Telkomsel,370000,1,No
B08365,Female,KTP,Jakarta,No,2510000,Indosat,1550000,12,Yes
B08366,Female,KTP,Jakarta,Yes,6200000,XL,550000,1,No
B08367,Male,KTP,Jakarta,No,2250000,Tri,2920000,12,Yes
B08368,Male,KTP,Jakarta,Yes,5170000,Telkomsel,2220000,3,No
B08369,Female,KTP,Jakarta,Yes,4880000,Telkomsel,710000,1,No
B08370,Female,KTP,Jakarta,Yes,5180000,Indosat,2280000,1,No
B08371,Female,KTP,Jakarta,Yes,4980000,Tri,390000,1,No
B08372,Male,KTP,Jakarta,Yes,4470000,Telkomsel,0,1,No
B08373,Male,KTP,Jakarta,Yes,3050000,Indosat,0,1,No
B08374,Male,KTP,Jakarta,Yes,5580000,Indosat,1250000,1,No
B08375,Female,KTM,Jakarta,No,2920000,Telkomsel,1360000,1,No
B08376,Male,KTP,Jakarta,Yes,6570000,Telkomsel,1900000,11,No
B08377,Female,KTP,Jakarta,Yes,1400000,Telkomsel,1270000,1,No
B08378,Male,KTP,Jakarta,No,2360000,Telkomsel,1470000,1,No
B08379,Male,KTP,Jakarta,Yes,6230000,Indosat,1960000,2,No
B08380,Male,KTP,Jakarta,No,1520000,Telkomsel,2420000,1,No
B08381,Female,KTP,Jakarta,No,2740000,Telkomsel,2210000,1,No
B08382,Male,KTP,Jakarta,No,1740000,Telkomsel,990000,1,No
B08383,Male,KTP,Jakarta,Yes,5570000,Telkomsel,1100000,1,No
B08384,Female,KTP,Jakarta,Yes,6120000,XL,100000,1,No
B08385,Male,KTP,Jakarta,No,2760000,Telkomsel,840000,1,No
B08386,Male,KTP,Jakarta,No,1790000,Indosat,1690000,1,No
B08387,Male,KTP,Jakarta,Yes,3570000,Telkomsel,1980000,10,No
B08388,Male,KTP,Jakarta,Yes,4310000,Telkomsel,520000,1,No
B08389,Female,KTP,Jakarta,Yes,2210000,Telkomsel,610000,1,No
B08390,Male,KTP,Jakarta,Yes,4020000,Telkomsel,1090000,7,No
B08391,Male,KTP,Jakarta,Yes,3410000,Telkomsel,2250000,2,No
B08392,Male,KTM,Jakarta,No,1710000,Telkomsel,430000,3,No
B08393,Male,KTP,Jakarta,Yes,5890000,Telkomsel,830000,1,No
B08394,Male,KTP,Jakarta,Yes,5450000,Telkomsel,2430000,1,No
B08395,Male,KTP,Jakarta,Yes,3670000,Telkomsel,0,2,No
B08396,Female,KTP,Jakarta,Yes,5560000,XL,1580000,1,No
B08397,Male,KTP,Jakarta,Yes,4950000,Indosat,1730000,1,No
B08398,Male,KTP,Jakarta,Yes,3120000,Telkomsel,830000,7,No
B08399,Male,KTP,Jakarta,Yes,4300000,Telkomsel,1710000,1,No
B08400,Male,KTP,Jakarta,Yes,4440000,Telkomsel,3300000,10,Yes
B08401,Male,KTP,Jakarta,Yes,5030000,Tri,1120000,1,No
B08402,Male,KTP,Jakarta,Yes,4320000,Telkomsel,910000,1,No
B08403,Female,KTP,Jakarta,Yes,8070000,XL,0,2,No
B08404,Female,KTP,Jakarta,Yes,3560000,Indosat,690000,3,No
B08405,Male,KTP,Jakarta,Yes,3450000,XL,260000,1,No
B08406,Male,KTP,Jakarta,Yes,4750000,Telkomsel,1400000,4,No
B08407,Male,KTP,Jakarta,Yes,4900000,Telkomsel,940000,1,No
B08408,Male,KTP,Jakarta,Yes,4250000,Telkomsel,400000,1,No
B08409,Male,KTP,Jakarta,No,2310000,Telkomsel,550000,1,No
B08410,Female,KTP,Jakarta,Yes,6290000,Indosat,1250000,1,No
B08411,Female,KTP,Jakarta,Yes,2850000,Telkomsel,2670000,2,Yes
B08412,Male,KTP,Jakarta,Yes,5890000,Telkomsel,1230000,1,No
B08413,Female,KTP,Jakarta,Yes,3320000,Telkomsel,1030000,1,No
B08414,Male,KTP,Jakarta,Yes,5090000,Indosat,660000,1,No
B08415,Male,KTP,Jakarta,Yes,4350000,Indosat,2070000,1,No
B08416,Male,KTP,Jakarta,No,2480000,Telkomsel,1590000,1,No
B08417,Female,KTP,Jakarta,Yes,4390000,Telkomsel,2000000,1,No
B08418,Male,KTP,Jakarta,Yes,4810000,Indosat,1980000,4,No
B08419,Male,KTP,Jakarta,No,3020000,Telkomsel,890000,1,No
B08420,Male,KTP,Jakarta,No,2740000,Telkomsel,2160000,2,No
B08421,Female,KTP,Jakarta,Yes,5170000,Telkomsel,1360000,1,No
B08422,Male,KTP,Jakarta,Yes,5060000,Telkomsel,790000,2,No
B08423,Male,KTP,Jakarta,Yes,7490000,Telkomsel,2860000,2,No
B08424,Male,KTP,Jakarta,Yes,5260000,Telkomsel,1010000,3,No
B08425,Female,KTP,Jakarta,Yes,6270000,Telkomsel,410000,1,No
B08426,Male,KTP,Jakarta,Yes,2650000,Indosat,1460000,1,No
B08427,Male,KTP,Jakarta,Yes,3180000,Telkomsel,960000,3,No
B08428,Male,KTP,Jakarta,No,1230000,Indosat,3100000,8,Yes
B08429,Male,KTP,Jakarta,No,2950000,Indosat,760000,1,No
B08430,Female,KTP,Jakarta,Yes,4840000,Telkomsel,70000,1,No
B08431,Male,KTP,Jakarta,Yes,6300000,Telkomsel,670000,1,No
B08432,Male,KTP,Jakarta,Yes,5610000,Telkomsel,1860000,1,No
B08433,Male,KTP,Jakarta,No,2750000,Telkomsel,1840000,1,No
B08434,Male,KTP,Jakarta,No,1990000,Telkomsel,2290000,1,No
B08435,Female,KTP,Jakarta,Yes,6130000,XL,0,6,No
B08436,Male,KTP,Jakarta,Yes,6020000,Telkomsel,1840000,1,No
B08437,Male,KTP,Jakarta,Yes,5090000,XL,1450000,3,No
B08438,Female,KTM,Jakarta,No,2160000,Telkomsel,1240000,2,No
B08439,Male,KTP,Jakarta,Yes,2630000,Telkomsel,790000,1,No
B08440,Male,KTP,Jakarta,Yes,6570000,Telkomsel,2290000,1,No
B08441,Female,KTP,Jakarta,Yes,3210000,Telkomsel,1130000,2,No
B08442,Male,KTM,Jakarta,No,2850000,Telkomsel,690000,3,No
B08443,Male,KTP,Jakarta,Yes,4540000,Telkomsel,1530000,1,No
B08444,Female,KTP,Jakarta,Yes,3910000,Telkomsel,1660000,1,No
B08445,Male,KTP,Jakarta,No,2460000,Tri,1530000,1,No
B08446,Male,KTP,Jakarta,Yes,6300000,Indosat,1620000,1,No
B08447,Male,KTP,Jakarta,Yes,5450000,XL,380000,1,No
B08448,Male,KTP,Jakarta,Yes,4120000,Telkomsel,890000,12,No
B08449,Female,KTP,Jakarta,Yes,4510000,XL,1810000,1,No
B08450,Female,KTP,Jakarta,Yes,5770000,XL,1480000,1,No
B08451,Male,KTP,Jakarta,Yes,5690000,Telkomsel,0,3,No
B08452,Male,KTP,Jakarta,No,2550000,Telkomsel,1090000,1,No
B08453,Male,KTP,Jakarta,Yes,4640000,Indosat,0,1,No
B08454,Male,KTP,Jakarta,No,2210000,XL,150000,1,No
B08455,Female,KTP,Jakarta,Yes,4270000,Telkomsel,2840000,1,No
B08456,Male,KTP,Jakarta,Yes,5240000,Indosat,950000,1,No
B08457,Female,KTP,Banten,Yes,4040000,Telkomsel,2780000,12,Yes
B08458,Female,KTP,Jakarta,Yes,3970000,Tri,2310000,1,No
B08459,Male,KTP,Jakarta,Yes,4940000,Telkomsel,1790000,1,No
B08460,Female,KTP,Jakarta,Yes,4770000,Telkomsel,3160000,9,Yes
B08461,Male,KTP,Jakarta,No,2610000,Telkomsel,440000,2,No
B08462,Male,KTP,Jakarta,Yes,3770000,Indosat,1340000,3,No
B08463,Female,KTM,Jakarta,No,2320000,Telkomsel,2670000,9,Yes
B08464,Male,KTP,Jakarta,Yes,5720000,Telkomsel,3050000,8,Yes
B08465,Male,KTP,Jakarta,Yes,5460000,Telkomsel,1980000,1,No
B08466,Male,KTP,Jakarta,Yes,7140000,Tri,680000,1,No
B08467,Male,KTP,Jakarta,No,2930000,Telkomsel,2740000,1,No
B08468,Male,KTP,Jakarta,Yes,8770000,XL,1260000,1,No
B08469,Female,KTP,Jakarta,Yes,5140000,XL,520000,1,No
B08470,Male,KTP,Jakarta,Yes,4050000,XL,330000,2,No
B08471,Female,KTP,Jakarta,Yes,4790000,XL,70000,2,No
B08472,Female,KTP,Jakarta,Yes,6370000,Indosat,770000,3,No
B08473,Male,KTP,Jakarta,Yes,3080000,Telkomsel,410000,10,No
B08474,Male,KTP,Jakarta,Yes,6890000,Telkomsel,950000,2,No
B08475,Male,KTP,Jakarta,Yes,4930000,Telkomsel,1150000,1,No
B08476,Male,KTP,Jakarta,Yes,4930000,Telkomsel,0,3,No
B08477,Female,KTP,Jakarta,Yes,8140000,Telkomsel,630000,1,No
B08478,Male,KTP,Jakarta,Yes,3330000,Telkomsel,1370000,2,No
B08479,Female,KTM,Jakarta,No,1780000,Telkomsel,200000,2,No
B08480,Male,KTP,Jakarta,Yes,6420000,Telkomsel,2080000,12,Yes
B08481,Male,KTP,Jakarta,Yes,7030000,Telkomsel,910000,1,No
B08482,Male,KTP,Jakarta,No,2810000,Telkomsel,1450000,1,No
B08483,Female,KTP,Jakarta,Yes,6040000,XL,1200000,1,No
B08484,Male,KTP,Jakarta,Yes,2810000,Telkomsel,1460000,1,No
B08485,Male,KTP,Jakarta,Yes,3360000,Telkomsel,690000,2,No
B08486,Female,KTP,Jakarta,Yes,4760000,Telkomsel,480000,1,No
B08487,Male,KTP,Jakarta,No,1260000,Indosat,1910000,1,No
B08488,Female,KTP,Jakarta,Yes,5400000,Telkomsel,1040000,1,No
B08489,Male,KTP,Jakarta,Yes,4910000,XL,1850000,1,No
B08490,Female,KTP,Jakarta,Yes,6510000,XL,1980000,12,Yes
B08491,Male,KTP,Jakarta,Yes,6140000,Telkomsel,1020000,1,No
B08492,Male,KTP,Jakarta,Yes,4950000,Indosat,670000,1,No
B08493,Female,KTP,Jakarta,Yes,4620000,Telkomsel,890000,1,No
B08494,Female,KTP,Jakarta,No,2820000,Indosat,1250000,3,No
B08495,Male,KTP,Jakarta,Yes,6540000,Indosat,920000,3,No
B08496,Male,KTM,Jakarta,No,2800000,Telkomsel,4060000,12,Yes
B08497,Female,KTP,Jakarta,No,2970000,XL,0,1,No
B08498,Male,KTM,Jakarta,No,2730000,XL,2280000,2,No
B08499,Male,KTP,Jakarta,Yes,5980000,Telkomsel,2250000,1,No
B08500,Male,KTP,Jakarta,Yes,5180000,XL,1790000,2,No
B08501,Female,KTP,Jakarta,No,2520000,Telkomsel,910000,1,No
B08502,Male,KTM,Jakarta,No,2780000,Tri,1920000,1,No
B08503,Male,KTP,Jakarta,Yes,6850000,Telkomsel,600000,2,No
B08504,Female,KTP,Jakarta,Yes,4950000,Indosat,930000,4,No
B08505,Male,KTP,Jakarta,Yes,4320000,Tri,1440000,3,No
B08506,Male,KTP,Jakarta,Yes,4870000,XL,500000,2,No
B08507,Male,KTP,Jakarta,Yes,2370000,Telkomsel,2240000,1,No
B08508,Male,KTP,Jakarta,No,2650000,Telkomsel,2780000,3,No
B08509,Male,KTM,Jakarta,No,2060000,Telkomsel,1620000,2,No
B08510,Male,KTP,Jakarta,No,3010000,Telkomsel,820000,1,No
B08511,Male,KTP,Jakarta,Yes,5360000,Telkomsel,1250000,1,No
B08512,Male,KTP,Jakarta,Yes,4610000,XL,1910000,1,No
B08513,Female,KTP,Jakarta,Yes,2550000,Indosat,1510000,2,No
B08514,Female,KTP,Jakarta,Yes,4120000,Telkomsel,990000,1,No
B08515,Male,KTP,Jakarta,Yes,4560000,Telkomsel,1370000,1,No
B08516,Male,KTP,Jakarta,Yes,5300000,Indosat,810000,1,No
B08517,Male,KTP,Jakarta,Yes,6520000,Tri,0,2,No
B08518,Female,KTP,Jakarta,No,1620000,XL,2190000,2,No
B08519,Male,KTP,Jakarta,No,1990000,XL,1930000,1,No
B08520,Female,KTP,Jakarta,Yes,5910000,Indosat,1960000,1,No
B08521,Female,KTP,Jakarta,Yes,2900000,Telkomsel,750000,2,No
B08522,Male,KTP,Jakarta,Yes,5310000,Telkomsel,1360000,2,No
B08523,Male,KTP,Jakarta,Yes,4910000,XL,500000,6,No
B08524,Male,KTP,Jakarta,No,2300000,XL,2330000,1,No
B08525,Male,KTP,Jakarta,Yes,3250000,Indosat,500000,1,No
B08526,Female,KTP,Jakarta,Yes,3810000,Telkomsel,2780000,3,No
B08527,Female,KTP,Jakarta,Yes,4540000,Telkomsel,2350000,3,No
B08528,Male,KTP,Jakarta,No,1380000,Telkomsel,2540000,1,No
B08529,Female,KTP,Jakarta,Yes,4600000,Indosat,1950000,3,No
B08530,Male,KTP,Jakarta,Yes,3220000,Telkomsel,860000,2,No
B08531,Male,KTP,Jakarta,Yes,3640000,Telkomsel,0,2,No
B08532,Female,KTP,Jakarta,Yes,4560000,Tri,1070000,1,No
B08533,Male,KTP,Jakarta,Yes,4780000,Telkomsel,2170000,1,No
B08534,Male,KTP,Jakarta,Yes,4720000,Indosat,1070000,2,No
B08535,Female,KTP,Jakarta,No,3130000,Tri,330000,1,No
B08536,Male,KTP,Jakarta,No,2960000,Telkomsel,1420000,2,No
B08537,Male,KTP,Jakarta,Yes,3230000,Telkomsel,2570000,3,No
B08538,Female,KTP,Jakarta,Yes,3180000,XL,880000,1,No
B08539,Female,KTP,Jakarta,Yes,4630000,Indosat,540000,9,No
B08540,Female,KTP,Jakarta,No,2760000,Tri,2010000,3,No
B08541,Male,KTM,Jakarta,No,2280000,XL,1540000,1,No
B08542,Male,KTP,Jakarta,Yes,2930000,Tri,510000,3,No
B08543,Female,KTP,Jakarta,Yes,5010000,Tri,2480000,2,Yes
B08544,Female,KTP,Jakarta,Yes,3370000,Telkomsel,0,1,No
B08545,Male,KTP,Jakarta,Yes,2540000,Indosat,1730000,1,No
B08546,Male,KTP,Jakarta,Yes,5740000,Telkomsel,0,1,No
B08547,Female,KTP,Jakarta,Yes,4180000,XL,2290000,1,No
B08548,Male,KTP,Jakarta,Yes,3770000,Indosat,70000,1,No
B08549,Male,KTP,Jakarta,Yes,6930000,Indosat,240000,11,No
B08550,Male,KTP,Jakarta,Yes,2700000,Indosat,700000,3,No
B08551,Male,KTP,Jakarta,No,2850000,XL,1930000,2,No
B08552,Male,KTM,Jakarta,No,2390000,Tri,1650000,1,No
B08553,Male,KTP,Jakarta,Yes,4210000,Indosat,2780000,1,No
B08554,Male,KTP,Jakarta,No,2750000,Telkomsel,2660000,1,No
B08555,Female,KTP,Jakarta,Yes,6440000,Indosat,0,2,No
B08556,Female,KTP,Jakarta,Yes,2660000,Telkomsel,1510000,1,No
B08557,Male,KTP,Jakarta,Yes,3590000,Tri,0,2,No
B08558,Female,KTM,Jakarta,No,1660000,Telkomsel,210000,1,No
B08559,Male,KTP,Jakarta,Yes,5410000,Indosat,1330000,1,No
B08560,Male,KTM,Jakarta,No,1790000,Telkomsel,890000,2,No
B08561,Female,KTM,Jakarta,No,3230000,Telkomsel,2310000,2,No
B08562,Male,KTP,Jakarta,No,3230000,Indosat,1960000,1,No
B08563,Male,KTP,Jakarta,Yes,3620000,Telkomsel,800000,2,No
B08564,Male,KTP,Jakarta,Yes,4890000,Telkomsel,1760000,2,No
B08565,Female,KTM,Jakarta,No,2100000,XL,1550000,1,No
B08566,Male,KTP,Jakarta,No,3130000,XL,2670000,1,No
B08567,Female,KTP,Jakarta,Yes,2430000,Indosat,2120000,1,No
B08568,Male,KTP,Jakarta,Yes,4000000,XL,770000,3,No
B08569,Male,KTP,Jakarta,Yes,5530000,Telkomsel,520000,1,No
B08570,Female,KTP,Jakarta,Yes,6410000,Telkomsel,390000,1,No
B08571,Male,KTP,Jakarta,Yes,4180000,Telkomsel,1060000,2,No
B08572,Female,KTP,Jakarta,Yes,4280000,Telkomsel,1140000,1,No
B08573,Female,KTP,Jakarta,Yes,6270000,XL,1130000,2,No
B08574,Male,KTP,Jakarta,No,2500000,Indosat,890000,2,No
B08575,Male,KTM,Jakarta,No,2460000,Indosat,1950000,11,Yes
B08576,Male,KTP,Jakarta,Yes,6030000,Tri,610000,3,No
B08577,Male,KTP,Jakarta,Yes,5860000,Indosat,280000,1,No
B08578,Male,KTP,Jakarta,Yes,4790000,Indosat,1140000,1,No
B08579,Male,KTP,Jakarta,Yes,3400000,Telkomsel,1120000,1,No
B08580,Male,KTP,Jakarta,Yes,4940000,Telkomsel,940000,2,No
B08581,Male,KTP,Jakarta,Yes,7190000,Telkomsel,760000,1,No
B08582,Male,KTP,Jakarta,Yes,5820000,Tri,1200000,2,No
B08583,Male,KTP,Jakarta,No,2150000,XL,1480000,1,No
B08584,Female,KTP,Jakarta,Yes,5530000,Telkomsel,1290000,2,No
B08585,Female,KTP,Jakarta,Yes,4490000,Telkomsel,280000,1,No
B08586,Male,KTP,Jakarta,Yes,4890000,Telkomsel,1240000,5,No
B08587,Male,KTP,Jakarta,Yes,8300000,Telkomsel,2490000,1,No
B08588,Female,KTP,Jakarta,Yes,5610000,Telkomsel,1470000,1,No
B08589,Female,KTP,Jakarta,Yes,4260000,Telkomsel,940000,2,No
B08590,Male,KTP,Jakarta,No,2520000,Indosat,730000,1,No
B08591,Male,KTP,Jakarta,Yes,3860000,Telkomsel,1560000,1,No
B08592,Female,KTP,Jakarta,Yes,4480000,Tri,1080000,4,No
B08593,Male,KTP,Jakarta,Yes,5210000,Telkomsel,650000,1,No
B08594,Female,KTP,Jakarta,Yes,3800000,Indosat,0,1,No
B08595,Male,KTM,Jakarta,No,3240000,Tri,1430000,5,No
B08596,Female,KTP,Jakarta,Yes,6600000,Telkomsel,0,1,No
B08597,Male,KTM,Jakarta,No,2220000,Indosat,2690000,2,No
B08598,Female,KTP,Jakarta,Yes,3910000,Indosat,1120000,3,No
B08599,Male,KTP,Jakarta,No,2140000,Telkomsel,1610000,1,No
B08600,Male,KTP,Jakarta,Yes,5630000,XL,40000,1,No
B08601,Male,KTP,Jakarta,Yes,4680000,Telkomsel,990000,1,No
B08602,Female,KTP,Jakarta,Yes,3260000,Telkomsel,1060000,1,No
B08603,Male,KTP,Jakarta,Yes,3650000,Telkomsel,820000,2,No
B08604,Male,KTP,Jakarta,Yes,6690000,Telkomsel,830000,1,No
B08605,Female,KTP,Jakarta,Yes,5880000,Indosat,1240000,1,No
B08606,Male,KTP,Jakarta,No,2690000,Telkomsel,1400000,1,No
B08607,Male,KTP,Jakarta,Yes,6440000,Telkomsel,950000,1,No
B08608,Female,KTP,Jakarta,Yes,4990000,Telkomsel,840000,1,No
B08609,Male,KTP,Jakarta,Yes,5420000,XL,1420000,4,No
B08610,Female,KTP,Jakarta,Yes,5700000,XL,240000,1,No
B08611,Female,KTP,Jakarta,Yes,6260000,Indosat,60000,1,No
B08612,Male,KTP,Jakarta,Yes,5000000,Telkomsel,1100000,3,No
B08613,Male,KTP,Jakarta,Yes,4000000,XL,580000,1,No
B08614,Male,KTP,Jakarta,Yes,3940000,Tri,1380000,1,No
B08615,Male,KTP,Jakarta,Yes,2390000,Telkomsel,1580000,1,No
B08616,Male,KTP,Jakarta,Yes,8670000,Telkomsel,530000,1,No
B08617,Female,KTP,Jakarta,Yes,2720000,Indosat,580000,1,No
B08618,Male,KTP,Jakarta,No,1730000,Telkomsel,770000,3,No
B08619,Female,KTP,Jakarta,No,2010000,Telkomsel,1890000,8,No
B08620,Male,KTP,Jakarta,Yes,7000000,Indosat,700000,5,No
B08621,Male,KTP,Jakarta,No,2900000,Tri,1700000,1,No
B08622,Male,KTP,Jakarta,Yes,4650000,XL,1630000,3,No
B08623,Male,KTM,Jakarta,No,2530000,Indosat,1370000,1,No
B08624,Male,KTP,Jakarta,Yes,5570000,Tri,2150000,1,No
B08625,Male,KTP,Jakarta,Yes,3810000,XL,640000,1,No
B08626,Male,KTP,Jakarta,Yes,1880000,Indosat,1050000,1,No
B08627,Male,KTP,Jakarta,Yes,5890000,Telkomsel,1000000,1,No
B08628,Male,KTP,Jakarta,Yes,3410000,Tri,760000,7,No
B08629,Male,KTP,Jakarta,Yes,3450000,Indosat,1070000,2,No
B08630,Male,KTP,Jakarta,Yes,5380000,XL,1300000,1,No
B08631,Female,KTP,Jakarta,Yes,4570000,Tri,1810000,1,No
B08632,Female,KTP,Jakarta,Yes,7000000,Telkomsel,2010000,3,No
B08633,Male,KTP,Jakarta,Yes,4190000,Telkomsel,0,1,No
B08634,Male,KTP,Jakarta,Yes,4120000,Tri,960000,7,No
B08635,Male,KTP,Jakarta,Yes,6450000,Indosat,500000,2,No
B08636,Male,KTP,Jakarta,Yes,4560000,Telkomsel,0,3,No
B08637,Male,KTP,Jakarta,Yes,3440000,Telkomsel,1450000,1,No
B08638,Male,KTP,Jakarta,Yes,6420000,Telkomsel,1650000,1,No
B08639,Female,KTP,Jakarta,Yes,4050000,Telkomsel,1920000,1,No
B08640,Female,KTP,Jakarta,Yes,4810000,Telkomsel,2080000,2,No
B08641,Male,KTP,Jakarta,Yes,4810000,Indosat,860000,1,No
B08642,Female,KTP,Jakarta,Yes,5350000,Telkomsel,1220000,1,No
B08643,Male,KTP,Jakarta,No,1260000,Telkomsel,630000,2,No
B08644,Female,KTP,Jakarta,No,2540000,Tri,1240000,1,No
B08645,Male,KTP,Jakarta,No,1990000,XL,1950000,1,No
B08646,Male,KTP,Jakarta,Yes,7190000,Tri,2120000,1,No
B08647,Male,KTP,Jakarta,No,2910000,Telkomsel,880000,1,No
B08648,Male,KTP,Jakarta,No,1450000,Telkomsel,2470000,1,No
B08649,Male,KTP,Jakarta,Yes,5820000,Telkomsel,0,2,No
B08650,Male,KTP,Jakarta,Yes,4170000,Tri,1450000,1,No
B08651,Female,KTP,Jakarta,No,2330000,XL,950000,3,No
B08652,Male,KTP,Jakarta,Yes,6060000,Telkomsel,2160000,1,No
B08653,Male,KTP,Jakarta,Yes,5250000,Indosat,710000,1,No
B08654,Female,KTP,Jakarta,Yes,5730000,Indosat,1460000,1,No
B08655,Male,KTP,Jakarta,No,1750000,Indosat,30000,1,No
B08656,Male,KTP,Jakarta,No,2990000,Telkomsel,1520000,1,No
B08657,Male,KTP,Jakarta,No,3140000,XL,2780000,1,No
B08658,Male,KTP,Jakarta,Yes,5270000,Telkomsel,1140000,3,No
B08659,Male,KTP,Jakarta,Yes,7470000,Telkomsel,840000,2,No
B08660,Male,KTP,Jakarta,No,2620000,Indosat,1520000,1,No
B08661,Female,KTP,Jakarta,No,2130000,Telkomsel,2220000,3,No
B08662,Male,KTP,Jakarta,No,2530000,Telkomsel,920000,1,No
B08663,Male,KTP,Jakarta,No,1840000,Telkomsel,120000,2,No
B08664,Female,KTP,Jakarta,Yes,3990000,Telkomsel,980000,1,No
B08665,Male,KTP,Jakarta,No,3200000,Telkomsel,860000,3,No
B08666,Female,KTP,Jakarta,No,3000000,Indosat,690000,3,No
B08667,Female,KTP,Jakarta,No,2560000,Telkomsel,1740000,1,No
B08668,Male,KTP,Jakarta,Yes,5380000,Indosat,2530000,3,No
B08669,Female,KTP,Jakarta,No,2850000,Telkomsel,1250000,1,No
B08670,Male,KTP,Jakarta,No,2310000,Telkomsel,1450000,1,No
B08671,Male,KTP,Jakarta,No,2540000,Telkomsel,1810000,2,No
B08672,Male,KTP,Jakarta,Yes,6980000,Telkomsel,1170000,1,No
B08673,Female,KTP,Jakarta,Yes,7430000,XL,640000,8,No
B08674,Female,KTP,Jakarta,No,2300000,XL,2820000,1,No
B08675,Male,KTP,Jakarta,Yes,1750000,Telkomsel,160000,1,No
B08676,Male,KTP,Jakarta,Yes,3170000,Telkomsel,410000,1,No
B08677,Male,KTP,Jakarta,Yes,5770000,Telkomsel,2390000,9,No
B08678,Female,KTM,Jakarta,No,2570000,Telkomsel,340000,1,No
B08679,Male,KTP,Jakarta,Yes,4470000,XL,500000,3,No
B08680,Male,KTP,Jakarta,Yes,5440000,Telkomsel,1950000,2,No
B08681,Female,KTP,Jakarta,Yes,5960000,Telkomsel,1390000,2,No
B08682,Female,KTP,Jakarta,Yes,4590000,XL,1640000,1,No
B08683,Female,KTP,Jakarta,No,1990000,Telkomsel,0,1,No
B08684,Male,KTP,Jakarta,Yes,2890000,XL,1110000,3,No
B08685,Male,KTP,Jakarta,Yes,5530000,Telkomsel,2230000,12,No
B08686,Male,KTP,Jakarta,Yes,4300000,Indosat,1850000,1,No
B08687,Male,KTP,Jakarta,Yes,4160000,Telkomsel,1710000,1,No
B08688,Male,KTP,Jakarta,Yes,7240000,XL,1960000,1,No
B08689,Male,KTP,Jakarta,No,1540000,Indosat,1350000,2,No
B08690,Male,KTP,Jakarta,Yes,6560000,Indosat,1130000,1,No
B08691,Female,KTP,Jakarta,Yes,5540000,Telkomsel,1400000,1,No
B08692,Male,KTP,Jakarta,Yes,2900000,Indosat,10000,11,No
B08693,Male,KTP,Jakarta,Yes,4860000,XL,1630000,1,No
B08694,Male,KTP,Jakarta,Yes,4750000,Indosat,510000,1,No
B08695,Female,KTP,Jakarta,Yes,5550000,Indosat,1280000,1,No
B08696,Male,KTP,Jakarta,Yes,6340000,Telkomsel,640000,1,No
B08697,Male,KTP,Jakarta,Yes,2970000,Telkomsel,830000,2,No
B08698,Female,KTP,Jakarta,No,2510000,XL,3270000,9,Yes
B08699,Male,KTP,Jakarta,Yes,4340000,Telkomsel,2530000,1,No
B08700,Male,KTM,Jakarta,No,1660000,Telkomsel,1770000,1,No
B08701,Male,KTP,Jakarta,No,2130000,Telkomsel,1630000,2,No
B08702,Female,KTP,Jakarta,Yes,3930000,XL,750000,1,No
B08703,Male,KTP,Jakarta,No,2410000,Indosat,1180000,1,No
B08704,Male,KTP,Jakarta,Yes,5460000,Tri,1840000,2,No
B08705,Male,KTP,Jakarta,Yes,4410000,Indosat,500000,2,No
